stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
RC310,8495,"SOUTHMORE / RANKIN",,  45.359604, -75.677170,,,0,
RC330,4534,"SOUTHMORE / BUXTON",,  45.358997, -75.678825,,,0,
RC350,4147,"SOUTHMORE / DICKINSON",,  45.358089, -75.681534,,,0,
RC370,4148,"SOUTHMORE / FIELDING",,  45.358669, -75.683540,,,0,
RC390,8496,"FIELDING / HARTMAN",,  45.360348, -75.681740,,,0,
RC420,4149,"FIELDING / RANKIN",,  45.361259, -75.678078,,,0,
RC440,4150,"FIELDING / MCCARTHY",,  45.362053, -75.676270,,,0,
RC450,8486,"MCCARTHY / PROVOST",,  45.363640, -75.676689,,,0,
RC460,1500,"MCCARTHY / PROVOST",,  45.363106, -75.676132,,,0,
RC470,4151,"MCCARTHY / FIELDING",,  45.362095, -75.675728,,,0,
RC480,8927,"MCCARTHY / SOUTHMORE",,  45.360115, -75.674492,,,0,
RC490,4152,"MCCARTHY / SOUTHMORE",,  45.360020, -75.674622,,,0,
RC500,8447,"PLANTE / MCCARTHY",,  45.354656, -75.672440,,,0,
RC510,8473,"PLANTE / OWL",,  45.354523, -75.671539,,,0,
RC520,4153,"PLANTE / IMPALA",,  45.354710, -75.671227,,,0,
RC540,8446,"PLANTE / IMPALA",,  45.356064, -75.670242,,,0,
RC550,4154,"PLANTE / IMPALA",,  45.356060, -75.670074,,,0,
RC560,4155,"PLANTE / CONDOR",,  45.357437, -75.667183,,,0,
RC570,4156,"PLANTE / CONDOR",,  45.357391, -75.667511,,,0,
RC580,8474,"PLANTE / AD. 1030",,  45.357159, -75.663902,,,0,
RC590,4157,"PLANTE / AD. 1031",,  45.357224, -75.663826,,,0,
RC600,4158,"PLANTE / MINA",,  45.355820, -75.661613,,,0,
RC610,8445,"PLANTE / MINA",,  45.355774, -75.661400,,,0,
RC620,4159,"PLANTE / BOURBON",,  45.354622, -75.660469,,,0,
RC630,4160,"PLANTE / BOURBON",,  45.354530, -75.660217,,,0,
RC640,4161,"PLANTE / CAHILL",,  45.353889, -75.659538,,,0,
RC650,8475,"PLANTE / CAHILL",,  45.353764, -75.659554,,,0,
RC660,4163,"PLANTE / SPARROW",,  45.351727, -75.658089,,,0,
RC670,4162,"PLANTE / SPARROW",,  45.351547, -75.657990,,,0,
RC680,4164,"PLANTE / WAXWING",,  45.350197, -75.660507,,,0,
RC700,4165,"PLANTE / MCCARTHY",,  45.349411, -75.662498,,,0,
RC710,8444,"PLANTE / MCCARTHY",,  45.349648, -75.661629,,,0,
RC900,3036,"WALKLEY 1A",,  45.368664, -75.667130,,,0,place_7320
RC905,3036,"WALKLEY 2A",,  45.369026, -75.667305,,,0,place_7320
RC910,3036,"WALKLEY 3A",,  45.368713, -75.667625,,,0,place_7320
RC915,3036,"WALKLEY 4A",,  45.368904, -75.666809,,,0,place_7320
RC920,3036,"WALKLEY 4B",,  45.368599, -75.666443,,,0,place_7320
RC925,3036,"WALKLEY 4C",,  45.368858, -75.666389,,,0,place_7320
RD010,1706,"UPLANDS / BOWESVILLE",,  45.342197, -75.690254,,,0,
RD020,1707,"UPLANDS / BOWESVILLE",,  45.342041, -75.690079,,,0,
RD030,8452,"UPLANDS / ARCHER",,  45.344376, -75.686691,,,0,
RD040,8472,"UPLANDS / COUNTRY CLUB",,  45.343906, -75.686790,,,0,
RD050,4166,"UPLANDS / GILLESPIE",,  45.345573, -75.685844,,,0,
RD060,4168,"UPLANDS / RICH LITTLE",,  45.345573, -75.685616,,,0,
RD070,4167,"UPLANDS / AD. 3095",,  45.346367, -75.684837,,,0,
RD075,8451,"UPLANDS / HUNTWOOD",,  45.347347, -75.683395,,,0,
RD080,4169,"UPLANDS / COUNTRY CLUB",,  45.347149, -75.683334,,,0,
RD090,4170,"UPLANDS / HUNTMASTER",,  45.348347, -75.681046,,,0,
RD120,1552,"UPLANDS / HUNTMASTER",,  45.348629, -75.679855,,,0,
RD130,7961,"UPLANDS / ROYALTON",,  45.349411, -75.677505,,,0,
RD140,4171,"UPLANDS / AD. 3225",,  45.349503, -75.677574,,,0,
RD150,4172,"UPLANDS / PAUL ANKA",,  45.349277, -75.675415,,,0,
RD160,8477,"UPLANDS / PAUL ANKA",,  45.349110, -75.674614,,,0,
RD170,8450,"UPLANDS / AD. 3344",,  45.347431, -75.672653,,,0,
RD180,4173,"UPLANDS / AD. 3344",,  45.347675, -75.672783,,,0,
RD190,6140,"UPLANDS / BENNETT",,  45.346684, -75.671013,,,0,
RD200,4174,"UPLANDS / BENNETT",,  45.346725, -75.670723,,,0,
RD210,6141,"UPLANDS / LILLICO",,  45.346397, -75.667839,,,0,
RD220,4175,"UPLANDS / CAHILL",,  45.346378, -75.667358,,,0,
RD230,1566,"UPLANDS / HUNT CLUB",,  45.345543, -75.666397,,,0,
RD240,1598,"UPLANDS / CAHILL",,  45.345570, -75.666191,,,0,
RD250,8466,"UPLANDS / HUNT CLUB",,  45.343735, -75.665344,,,0,
RD255,4176,"UPLANDS / DOWPATRICK",,  45.342396, -75.664558,,,0,
RD260,8443,"UPLANDS / HUNT CLUB",,  45.344494, -75.665535,,,0,
RD265,3301,"DOWNPATRICK / UPLANDS",,  45.342285, -75.664108,,,0,
RD270,8467,"DOWNPATRICK / SHANEGAL",,  45.342674, -75.662857,,,0,
RD280,8442,"DOWNPATRICK / SHANEGAL",,  45.343159, -75.662781,,,0,
RD290,4177,"DOWNPATRICK / COTTERS",,  45.344597, -75.662369,,,0,
RD300,4179,"DOWNPATRICK / COTTERS",,  45.344765, -75.662430,,,0,
RD310,4180,"DOWNPATRICK / WYMAN",,  45.345890, -75.660896,,,0,
RD320,4178,"DOWNPATRICK / WYMAN",,  45.345879, -75.660767,,,0,
RD330,4181,"DOWNPATRICK / HUNTCLUB",,  45.347107, -75.661385,,,0,
RD350,8476,"CAHILL / UPLANDS",,  45.346390, -75.666565,,,0,
RD355,1596,"CAHILL / UPLANDS",,  45.346531, -75.666077,,,0,
RD360,4182,"CAHILL / TWYFORD",,  45.347599, -75.664719,,,0,
RD370,4184,"CAHILL / TWYFORD",,  45.347507, -75.664635,,,0,
RD385,4185,"CAHILL / MCCARTHY",,  45.350342, -75.664352,,,0,
RD390,8998,"MCCARTHY / CAHILL",,  45.350567, -75.664207,,,0,
RD395,8984,"MCCARTHY / CAHILL",,  45.350479, -75.664658,,,0,
RD400,8480,"MCCARTHY / PIGEON",,  45.350708, -75.666451,,,0,
RD410,8518,"MCCARTHY / PIGEON",,  45.350845, -75.666611,,,0,
RD420,4186,"MCCARTHY / TWYFORD",,  45.351128, -75.669548,,,0,
RD430,4187,"MCCARTHY / PAUL ANKA",,  45.351311, -75.669899,,,0,
RD440,8119,"PAUL ANKA / MCCARTHY",,  45.351524, -75.672157,,,0,
RD450,8478,"PAUL ANKA / MCCARTHY",,  45.351685, -75.671799,,,0,
RD460,4189,"PAUL ANKA / MCCARTHY",,  45.350986, -75.672646,,,0,
RD470,4188,"PAUL ANKA / UPLANDS",,  45.349445, -75.674690,,,0,
RD540,1705,"HUNT CLUB / UPLANDS",,  45.344566, -75.666809,,,0,
RD550,1921,"HUNT CLUB / UPLANDS",,  45.344921, -75.666473,,,0,
RD570,2962,"HUNT CLUB / MCCARTHY",,  45.347328, -75.662086,,,0,
RE010,1704,"HUNT CLUB / PAUL ANKA",,  45.342968, -75.671295,,,0,
RE020,4190,"HUNT CLUB / PAUL ANKA",,  45.343292, -75.669785,,,0,
RE030,4194,"HUNT CLUB / HUNT CLUB PLACE",,  45.342369, -75.672791,,,0,
RE040,4191,"HUNT CLUB / HUNT CLUB PLACE",,  45.342258, -75.672447,,,0,
RE050,4195,"HUNT CLUB / BILLY BISHOP",,  45.339443, -75.681496,,,0,
RE056,1923,"HUNT CLUB / NORTH BOWESVILLE",,  45.338055, -75.684883,,,0,
RE057,4196,"HUNT CLUB / LINDBERGH",,  45.336559, -75.688606,,,0,
RE058,6124,"HUNT CLUB / RIVERSIDE",,  45.335213, -75.691788,,,0,place_4501
RE060,4192,"HUNT CLUB / BILLY BISHOP",,  45.339264, -75.681587,,,0,
RE065,4193,"HUNT CLUB / PAUL BENOIT",,  45.337963, -75.684654,,,0,
RE066,1730,"HUNT CLUB / LINDBERG",,  45.336845, -75.687302,,,0,
RE067,4197,"HUNT CLUB / RIVERSIDE",,  45.334900, -75.691971,,,0,place_4501
RE090,8373,"DE NIVERVILLE / PAUL BENOIT",,  45.335087, -75.681480,,,0,
RE095,4198,"DE NIVERVILLE / AD. 225",,  45.336254, -75.678627,,,0,
RE110,8372,"DE NIVERVILLE / MCGILL",,  45.337704, -75.674858,,,0,
RE130,4199,"CURTIS / DE NIVERVILLE",,  45.337772, -75.671913,,,0,
RE160,4200,"CURTIS / SAMPSON",,  45.337997, -75.669357,,,0,
RE180,4201,"TYLEE / CURTIS",,  45.336712, -75.668686,,,0,
RE200,4202,"TYLEE / DE NIVERVILLE",,  45.336342, -75.669556,,,0,
RE220,8371,"MCGILL / WOLVERINE",,  45.333908, -75.669220,,,0,
RE230,4203,"MCGILL / AD. 64",,  45.333069, -75.671249,,,0,
RE265,4205,"CROIL / PAUL BENOIT",,  45.331020, -75.674141,,,0,
RE280,8274,"PAUL BENOIT / BREADNER",,  45.328674, -75.671890,,,0,
RE400,0696,"LESTER / ALERT",,  45.330383, -75.648430,,,0,
RE405,0697,"LESTER / UPLANDS",,  45.330688, -75.648399,,,0,
RE407,0714,"LESTER / AIRPORT PKWY RAMP",,  45.329128, -75.650696,,,0,
RE408,0713,"UPLANDS / ALERT",,  45.328915, -75.651817,,,0,
RE410,6144,"AIRPORT PARKWAY / UPLANDS",,  45.328712, -75.654053,,,0,
RE415,,"AIRPORT / UPLANDS - ON REQUEST",,  45.329506, -75.653954,,,0,
RE416,1549,"AIRPORT / UPLANDS",,  45.329506, -75.653954,,,0,
RE420,8366,"AIRPORT / AIRBUS PRIVATE",,  45.324181, -75.661446,,,0,
RE430,3066,"AIRPORT/ AIR CANADA CARGO",,  45.323677, -75.663033,,,0,
RE451,1076,"ERNST & YOUNG",,  45.331287, -75.657433,,,0,
RE481,3333,"AIRPORT PARKWAY / AIRBUS PRIVATE",,  45.324387, -75.660461,,,0,
RE545,1077,"UPLANDS / BREADNER",,  45.334843, -75.660065,,,0,
RE550,4213,"UPLANDS / RESEARCH",,  45.331154, -75.657845,,,0,
RE555,1080,"RESEARCH / FIRST",,  45.327847, -75.662132,,,0,
RE560,4214,"RESEARCH / SECOND",,  45.326962, -75.664093,,,0,
RE565,4215,"RESEARCH / THIRD",,  45.326431, -75.665237,,,0,
RE570,4216,"RESEARCH / FIFTH",,  45.325817, -75.666534,,,0,
RE575,1081,"PAUL BENOIT / SILVER STAR",,  45.326504, -75.667816,,,0,
RE580,4217,"PAUL BENOIT / SLEMON",,  45.327694, -75.669815,,,0,
RE600,1732,"LEITRIM / HIGH",,  45.310158, -75.647713,,,0,
RE610,1739,"LEITRIM / BOWESVILLE",,  45.310013, -75.647675,,,0,
RE640,1157,"LEITRIM / ALBION",,  45.319607, -75.625328,,,0,
RE900,3039,"AIRPORT STOP",,  45.322231, -75.665871,,,0,
RE920,3041,"LEITRIM 1A",,  45.311562, -75.638184,,,0,
RE930,3041,"LEITRIM 2A",,  45.311562, -75.637848,,,0,
RF001,8668,"HUNT CLUB LOOP - STOP 1A",,  45.349827, -75.652122,,,0,
RF002,8677,"HUNT CLUB LOOP - STOP 2A",,  45.349812, -75.652321,,,0,
RF010,8860,"BANK / SURREY",,  45.369301, -75.662964,,,0,
RF030,8861,"BANK / NOTTINGHILL",,  45.368847, -75.662445,,,0,
RF050,4218,"BANK / FOXBAR",,  45.367538, -75.661797,,,0,
RF060,4219,"BANK / KITCHENER",,  45.366390, -75.660973,,,0,
RF065,8433,"BANK / JOHNSTON",,  45.360538, -75.657143,,,0,
RF070,4220,"BANK / KITCHENER",,  45.366703, -75.660851,,,0,
RF075,4835,"BANK / JOHNSTON",,  45.359634, -75.656242,,,0,
RF090,5739,"JOHNSTON / BANK",,  45.360657, -75.656128,,,0,
RF100,5745,"JOHNSTON / SOUTHGATE",,  45.361412, -75.654663,,,0,
RF110,5752,"JOHNSTON / SOUTHGATE",,  45.361382, -75.654259,,,0,
RF120,4222,"JOHNSTON / ALBION",,  45.363529, -75.649284,,,0,
RF140,4223,"JOHNSTON / ALBION",,  45.363335, -75.649452,,,0,
RF145,5754,"JOHNSTON / ALBION",,  45.363926, -75.648254,,,0,
RF147,2084,"TAPIOLA / JOHNSTON",,  45.363937, -75.647324,,,0,
RF149,2085,"TAPIOLA / JOHNSTON",,  45.363850, -75.647530,,,0,
RF150,4224,"TAPIOLA / CELTIC",,  45.362995, -75.646240,,,0,
RF155,5753,"TAPIOLA / GREENBORO",,  45.362541, -75.645943,,,0,
RF160,4230,"TAPIOLA / GREENBORO",,  45.362350, -75.644516,,,0,
RF165,4225,"TAPIOLA / GENTLE GATE",,  45.362541, -75.644485,,,0,
RF170,4226,"TAPIOLA / WHITE CLOVER",,  45.363850, -75.641251,,,0,
RF180,4231,"TAPIOLA / CRIMSON",,  45.363659, -75.641304,,,0,
RF190,4227,"TAPIOLA / RASTILA",,  45.364555, -75.639519,,,0,
RF192,4228,"TAPIOLA / SOMERO",,  45.365120, -75.638107,,,0,
RF195,4232,"TAPIOLA / WINGALE",,  45.364445, -75.639328,,,0,
RF197,4233,"TAPIOLA / SOMERO",,  45.365135, -75.637680,,,0,
RF200,4234,"TAPIOLA / RUSHFORD",,  45.366856, -75.638039,,,0,
RF202,4229,"TAPIOLA / BRANDOO",,  45.366585, -75.638031,,,0,
RF205,0772,"JOHNSTON / TAPIOLA",,  45.367985, -75.638535,,,0,
RF207,0773,"JOHNSTON / TAPIOLA",,  45.367859, -75.638435,,,0,
RF210,8845,"ALBION / VIKING",,  45.363316, -75.648140,,,0,
RF220,4235,"ALBION / PEBBLE",,  45.362221, -75.647568,,,0,
RF230,5755,"ALBION / PEBBLE",,  45.362160, -75.647621,,,0,
RF240,4236,"ALBION / CAHILL",,  45.360226, -75.646484,,,0,
RF250,4237,"ALBION / CAHILL",,  45.360100, -75.646515,,,0,
RF260,8844,"ALBION / CAHILL",,  45.358616, -75.645607,,,0,
RF270,5756,"ALBION / CAHILL",,  45.358410, -75.645584,,,0,
RF280,4238,"ALBION / SOUTHGATE",,  45.357124, -75.644814,,,0,
RF285,4239,"ALBION / SOUTHGATE",,  45.356312, -75.644440,,,0,
RF300,8471,"SOUTHGATE / CLEARWATER",,  45.360653, -75.654175,,,0,
RF310,8438,"SOUTHGATE / CLEARWATER",,  45.360302, -75.654198,,,0,
RF320,4240,"SOUTHGATE / AD. 3295",,  45.358868, -75.652580,,,0,
RF330,4242,"SOUTHGATE / AD.3308",,  45.358387, -75.652084,,,0,
RF340,4241,"SOUTHGATE / CAHILL",,  45.356884, -75.649818,,,0,
RF360,4243,"CAHILL / BANK",,  45.356205, -75.650429,,,0,
RF365,4221,"BANK / SOUTH KEYS WALKWAY",,  45.358154, -75.654755,,,0,
RF370,8470,"CAHILL / SOUTHGATE",,  45.356133, -75.650162,,,0,
RF375,0885,"BANK / CAHILL",,  45.356133, -75.651627,,,0,
RF380,5726,"BANK / AD. 2401",,  45.354733, -75.649483,,,0,
RF390,5727,"BANK / AD. 2380",,  45.354645, -75.649979,,,0,
RF400,4244,"BANK / HUNT CLUB",,  45.354103, -75.648331,,,0,
RF410,4245,"BANK / HUNT CLUB",,  45.353687, -75.648170,,,0,
RF417,4845,"HUNT CLUB / ALBION",,  45.355598, -75.645203,,,0,
RF420,5808,"HUNT CLUB / BANK",,  45.354977, -75.646019,,,0,
RF421,4246,"HUNT CLUB / BANK",,  45.354542, -75.646919,,,0,
RF430,8440,"HUNT CLUB / BANK",,  45.353012, -75.648369,,,0,
RF440,8383,"HUNT CLUB / BANK",,  45.352619, -75.648476,,,0,
RF450,8448,"HUNT CLUB / AD. 1189",,  45.352287, -75.649910,,,0,
RF460,4247,"HUNT CLUB / BRIDLE PATH",,  45.351841, -75.650314,,,0,
RF470,8441,"HUNT CLUB / BRIDLE PATH",,  45.351315, -75.652313,,,0,
RF475,8608,"TRANSIT RAMP / HUNT CLUB",,  45.350868, -75.653839,,,0,
RF480,1969,"HUNT CLUB / BRIDLE PATH",,  45.351131, -75.652000,,,0,
RF490,8641,"HUNT CLUB / PARKWAY",,  45.349205, -75.657593,,,0,
RF495,8468,"HUNT CLUB / MCCARTHY",,  45.347565, -75.660995,,,0,
RF500,8803,"HUNT CLUB / PARKWAY",,  45.348755, -75.658028,,,0,
RF510,1530,"BRIDLE PATH / CROSSCUT",,  45.350323, -75.650681,,,0,
RF520,8382,"BRIDLE PATH / PIMLICO",,  45.350418, -75.650505,,,0,
RF530,1799,"BRIDLE PATH / EQUUS",,  45.349319, -75.650032,,,0,
RF540,8743,"BRIDLE PATH / EQUUS",,  45.349190, -75.649834,,,0,
RF550,4248,"BRIDLE PATH / HUNTER'S POINT",,  45.348152, -75.648369,,,0,
RF560,4252,"BRIDLE PATH / HUNTER'S POINT",,  45.348278, -75.648354,,,0,
RF570,4249,"BRIDLE PATH / TRAPPER'S",,  45.348808, -75.645409,,,0,
RF580,4253,"BRIDLE PATH / SARATOGA",,  45.348846, -75.645935,,,0,
RF590,4254,"BRIDLE PATH / CAROUSEL",,  45.349400, -75.643997,,,0,
RF600,4250,"BRIDLE PATH / CAROUSEL",,  45.349228, -75.643921,,,0,
RF610,4255,"BRIDLE PATH / CAROUSEL",,  45.350014, -75.642952,,,0,
RF620,4251,"BRIDLE PATH / ALBION",,  45.350101, -75.641792,,,0,
RF720,1572,"CAHILL / MARLIN",,  45.359638, -75.643600,,,0,
RF730,1578,"CAHILL / VERDON",,  45.359673, -75.643700,,,0,
RF800,4847,"CAHILL / ROSEGARDEN",,  45.360638, -75.641464,,,0,
RF810,5750,"CAHILL / ROSEGARDEN",,  45.360607, -75.641029,,,0,
RF820,4257,"CAHILL / ROSEGARDEN",,  45.359219, -75.638527,,,0,
RF825,2382,"HUNT CLUB / CAHILL",,  45.357925, -75.636002,,,0,
RF830,4256,"CAHILL / SOUTHPORT",,  45.359299, -75.638374,,,0,
RF835,2416,"HUNT CLUB / CAHILL",,  45.357830, -75.636948,,,0,
RF900,3037,"GREENBORO 1A",,  45.360264, -75.658844,,,0,place_7331
RF905,3037,"GREENBORO 1B",,  45.359802, -75.658775,,,0,place_7331
RF910,3037,"GREENBORO 2A",,  45.359810, -75.658432,,,0,place_7331
RF915,3037,"GREENBORO 3A",,  45.360050, -75.657852,,,0,
RF940,3038,"SOUTH KEYS 2A",,  45.353794, -75.655197,,,0,place_7341
RF945,3038,"SOUTH KEYS 1A",,  45.354057, -75.655602,,,0,place_7341
RF950,3038,"SOUTH KEYS 1B",,  45.353821, -75.655457,,,0,place_7341
RF955,3038,"SOUTH KEYS 1C",,  45.353649, -75.655342,,,0,place_7341
RF960,3038,"SOUTH KEYS 1D",,  45.353073, -75.654991,,,0,place_7341
RF990,3037,"O-TRAIN GREENBORO",,  45.359711, -75.659401,,,0,place_7331
RG030,8380,"ALBION / MASSICOTTE",,  45.349934, -75.640884,,,0,
RG050,4260,"ALBION / BRAMPTON",,  45.348541, -75.640038,,,0,
RG060,8951,"ALBION / BRAMPTON",,  45.348675, -75.639977,,,0,
RG070,8873,"ALBION / CINANNI",,  45.347721, -75.639633,,,0,
RG080,8882,"ALBION / D'AOUST",,  45.347519, -75.639313,,,0,
RG085,4264,"ALBION / WILDWOOD",,  45.346245, -75.638535,,,0,
RG090,4261,"ALBION / GOTH",,  45.346066, -75.638664,,,0,
RG100,4265,"ALBION / GOTH",,  45.345348, -75.638062,,,0,
RG105,4262,"ALBION / MCMAHON",,  45.344982, -75.638054,,,0,
RG120,4263,"ALBION / RIDGEDALE",,  45.343723, -75.637329,,,0,
RG195,1524,"BANK / ATHANS",,  45.351269, -75.631615,,,0,
RG200,8887,"BANK / ST BERNARD",,  45.349998, -75.629272,,,0,
RG210,1971,"BANK / ST BERNARD",,  45.349785, -75.629402,,,0,
RG217,4271,"BANK / ROSEBELLA",,  45.348961, -75.627945,,,0,
RG218,4270,"BANK / ROSEBELLA",,  45.348858, -75.627274,,,0,
RG221,1617,"ATHANS / COUNCILLOR'S",,  45.353359, -75.627373,,,0,
RG225,4801,"ATHANS / BANK",,  45.351727, -75.631721,,,0,
RG230,6142,"ATHANS / LEVADIA",,  45.353363, -75.627716,,,0,
RG240,4273,"ATHANS / SIXTH",,  45.353958, -75.625893,,,0,
RG242,4274,"SIXTH / ST BERNARD",,  45.352264, -75.624352,,,0,
RG245,4275,"SIXTH / ROSEBELLA",,  45.350418, -75.622871,,,0,
RG250,4277,"SIXTH / ATHANS",,  45.354137, -75.625435,,,0,
RG252,4276,"SIXTH / ST BERNARD",,  45.351757, -75.623680,,,0,
RG280,8885,"ROSEBELLA / SIXTH",,  45.350182, -75.622452,,,0,
RH010,8881,"QUEENSDALE / ALBION",,  45.343185, -75.636421,,,0,
RH020,8874,"QUEENSDALE / ALBION",,  45.343014, -75.636307,,,0,
RH030,4282,"QUEENSDALE / FIRST (1ST)",,  45.344040, -75.633881,,,0,
RH040,4281,"QUEENSDALE / FIRST (1ST)",,  45.344311, -75.633675,,,0,
RH060,4283,"QUEENSDALE / STOCKTON",,  45.344799, -75.632019,,,0,
RH070,8880,"QUEENSDALE / MAVIS",,  45.345978, -75.629631,,,0,
RH075,4284,"QUEENSDALE / FENMORE",,  45.345711, -75.629890,,,0,
RH080,4286,"QUEENSDALE / BANK",,  45.347313, -75.626228,,,0,
RH090,8875,"QUEENSDALE / BANK",,  45.346859, -75.627014,,,0,
RH105,6940,"QUEENSDALE / SIXTH",,  45.348881, -75.622025,,,0,
RH120,8876,"QUEENSDALE / SAWMILL CREEK",,  45.349781, -75.619797,,,0,
RH130,8877,"QUEENSDALE / EIGHT",,  45.350647, -75.617645,,,0,
RH131,6596,"QUEENSDALE / EIGHT",,  45.350792, -75.617737,,,0,
RH140,4287,"QUEENSDALE / AD. 1920",,  45.351566, -75.615364,,,0,
RH141,6597,"1929 QUEENSDALE",,  45.351753, -75.615387,,,0,
RH150,8953,"QUEENSDALE / CONROY",,  45.352722, -75.612495,,,0,
RH151,6598,"QUEENSDALE / CONROY",,  45.352821, -75.612717,,,0,
RH245,1054,"BANK / ORVILLE KEMP",,  45.333656, -75.601532,,,0,
RH275,8426,"BANK / ORVILLE KEMP",,  45.334335, -75.601601,,,0,
RH280,6954,"CONROY / PARK",,  45.345634, -75.608269,,,0,
RH282,1798,"BANK / LEITRIM",,  45.330448, -75.599678,,,0,
RH283,6955,"CONROY / PARK",,  45.344738, -75.607529,,,0,
RH287,3575,"BANK / LEITRIM",,  45.331730, -75.600105,,,0,
RH290,6956,"CONROY / LYNCH",,  45.340408, -75.605263,,,0,
RH292,6957,"CONROY / LYNCH",,  45.339584, -75.604576,,,0,
RH470,5903,"LESTER / ALBION",,  45.337616, -75.634041,,,0,
RH471,6902,"FINDLAY CREEK / BRADWELL",,  45.315250, -75.605370,,,0,
RH472,6903,"FINDLAY CREEK / BRADWELL",,  45.315548, -75.604256,,,0,
RH474,6904,"FINDLAY CREEK / WHITE ALDER",,  45.313927, -75.608963,,,0,
RH475,5904,"LESTER / ALBION",,  45.337391, -75.634171,,,0,
RH476,6905,"FINDLAY CREEK / WHITE ALDER",,  45.314316, -75.607834,,,0,
RH477,1017,"FINDLAY CREEK / GRACEWOOD",,  45.311337, -75.612633,,,0,
RH479,1019,"FINDLAY CREEK / GRACEWOOD",,  45.311230, -75.612556,,,0,
RH480,1056,"FINDLAY CREEK / WILLOWMERE",,  45.310219, -75.615532,,,0,
RH482,1064,"FINDLAY CREEK / WILLOWMERE",,  45.310417, -75.614655,,,0,
RH492,5949,"ALBION / LEITRIM",,  45.320820, -75.623840,,,0,
RH495,5769,"ALBION / LEITRIM",,  45.319901, -75.623634,,,0,
RH501,7413,"ALBION / FENTON",,  45.317917, -75.622215,,,0,
RH502,6599,"ALBION / QUINN",,  45.317902, -75.622391,,,0,
RH640,3990,"BANK / AD. 4603",,  45.328053, -75.598045,,,0,
RH645,3298,"BANK / AD. 4602",,  45.327847, -75.598114,,,0,
RH650,1057,"BANK / AD. 4550",,  45.328678, -75.598587,,,0,
RH651,0777,"BANK / ARENA",,  45.329723, -75.598991,,,0,
RH660,1059,"BANK / ANALDEA",,  45.326160, -75.596954,,,0,
RH670,1058,"BANK / ANALDEA",,  45.325993, -75.597031,,,0,
RH680,1061,"BANK / ANALDEA",,  45.323479, -75.595375,,,0,
RH690,1060,"BANK / ANALDEA",,  45.323498, -75.595619,,,0,
RH705,1062,"BANK / AD. 4771",,  45.322186, -75.594635,,,0,
RH710,1063,"BANK / AD. 4771",,  45.321915, -75.594711,,,0,
RH718,3284,"FINDLAY CREEK / BANK",,  45.320435, -75.594162,,,0,
RH725,3285,"FINDLAY CREEK / DEVONWOOD",,  45.319145, -75.597267,,,0,
RH735,3286,"FINDLAY CREEK / LONG POINT",,  45.318573, -75.598686,,,0,
RH745,3287,"FINDLAY CREEK / LONG POINT",,  45.318207, -75.599007,,,0,
RH752,0482,"KELLY FARM / FINDLAY CREEK",,  45.317200, -75.600182,,,0,
RH753,1016,"KELLY FARM / FINDLAY CREEK",,  45.316986, -75.600891,,,0,
RH754,0483,"KELLY FARM / SHEPODY",,  45.317814, -75.602997,,,0,
RH755,3299,"FINDLAY CREEK / CEDAR CREEK",,  45.319187, -75.596710,,,0,
RH756,0484,"KELLY FARM / SHEPODY",,  45.318100, -75.603935,,,0,
RH758,0485,"KELLY FARM / BRADWELL",,  45.318554, -75.608047,,,0,
RH760,1069,"BANK / AD. 4835",,  45.309456, -75.587234,,,0,
RH762,0486,"KELLY FARM / SHEPODY",,  45.317940, -75.603958,,,0,
RH764,0487,"KELLY FARM / SHEPODY",,  45.317719, -75.603264,,,0,
RH765,3289,"FINDLAY CREEK / BANK",,  45.320290, -75.594040,,,0,
RH767,1046,"FINDLAY CREEK / KELLY FARM",,  45.316570, -75.600372,,,0,
RI010,1911,"ST LAURENT / AD. 2250",,  45.388340, -75.617104,,,0,
RI020,1912,"ST LAURENT / AD. 2255",,  45.388218, -75.616760,,,0,
RI030,4304,"ST LAURENT / AD. 2300",,  45.385040, -75.617752,,,0,
RI040,4308,"ST LAURENT / AD. 2300",,  45.384930, -75.617386,,,0,
RI050,4305,"ST LAURENT / THURSTON",,  45.384346, -75.619690,,,0,
RI060,4309,"ST LAURENT / THURSTON",,  45.384148, -75.619781,,,0,
RI070,4306,"ST LAURENT / AD. 2385",,  45.382713, -75.623863,,,0,
RI080,4310,"ST LAURENT / AD. 2355",,  45.382965, -75.622932,,,0,
RI090,4307,"ST LAURENT / CONROY",,  45.381584, -75.626945,,,0,
RI100,4311,"ST LAURENT / CONROY",,  45.381248, -75.627518,,,0,
RI105,1321,"CONROY / ST LAURENT",,  45.380955, -75.628029,,,0,
RI110,1915,"LORRY GREENBERG / CONROY",,  45.369740, -75.621719,,,0,
RI111,0389,"LORRY GREENBERG / CONROY",,  45.369446, -75.622421,,,0,
RI120,1963,"LORRY GREENBERG / CONROY",,  45.369629, -75.621490,,,0,
RI130,1931,"KARSH / EWING",,  45.372055, -75.620010,,,0,
RI170,4314,"KARSH / TOPLEY",,  45.372948, -75.617836,,,0,
RI180,4312,"KARSH / EWING",,  45.372284, -75.619225,,,0,
RI190,4315,"KARSH / CLAUDET",,  45.372543, -75.614548,,,0,
RI200,4313,"KARSH / FARDON",,  45.372448, -75.614754,,,0,
RI209,6471,"BLOHM / REUBENS",,  45.374359, -75.609718,,,0,
RI210,1979,"KARSH / BLOHN",,  45.371525, -75.613121,,,0,
